1000005,33.869563,-117.925416
1000097,41.2689522,-75.811476
100017,-6.160128,106.906383
100043,33.37766,-111.93827
100048,33.413301,-111.873338
100051,38.87740318,-104.8806381
100057,38.858073,-77.226269
10006,40.73168165,-73.99618149
10007,40.7135,-73.9971
10011,40.6871,-73.9757
10015,40.7186,-73.9906
10017,37.82670075,-122.4215555
10018,40.7381,-73.9908
1002080,-7.265416025,112.7528143
1002086,-6.129204677,106.6577625
10021,40.73864059,-73.99253368
10022,40.721676,-73.985503
10023,33.78340987,-84.3840766
100245,39.09294658,-94.59360212
100246,39.014782,-94.591094
1002938,33.6073,-114.582217
1002939,33.6073,-114.582217
1002946,31.8781701,-112.8199887
1002947,31.8781701,-112.8199887
1002952,33.448333,-112.074127
1002953,33.448333,-112.074127
1002956,36.972993,-122.026172
1002957,36.972993,-122.026172
1003464,40.752221,-73.986892
100348,37.7814,-122.493
10035,33.77229829,-84.37821865
10036,33.83794,-84.382116
1003732,-6.23296803,106.8309689
1003899,42.6999603,-83.3064992
100410,42.492287,-83.470823
100414,37.800664,-122.408959
100416,39.743582,-104.976643
100436,42.35975,-71.055544
10045,40.71063781,-73.95923138
1004636,49.173315,-123.153906
1004705,33.4658013,-111.9872233
1004706,33.4658013,-111.9872233
1005,42.3395,-71.1356
10050,40.7593166,-73.9751214
1005099,35.95164253,-83.92546177
10051,40.709145,-74.013695
10052,40.704733,-74.009309
100522,33.94659968,-118.4074688
1005282,39.947269,-75.161579
10053,40.9655872,-73.8385304
100534,40.7318,-74.0038
100535,40.72992,-74.000812
1005353,33.8184,-84.4354
1005359,29.70320676,-95.56811571
10054,40.726621,-73.993545
10055,40.72717746,-74.00048375
10056,40.7788,-73.9145
1005645,27.93587725,-82.48372078
1005707,39.72887,-86.258658
1005776,28.40521725,-81.57985926
1005777,28.4056608,-81.57969832
10058,40.756359,-73.9890549
1005876,38.513791,-90.442316
1006,42.2491533,-71.0010206
10060,40.7587962,-73.9895123
1006297,-22.9871106,-43.2224462
1006362,33.609444,-112.3937706
1006363,33.671034,-112.20165
1006364,33.7107455,-112.2677061
1006365,33.6673477,-112.202906
10064,40.737976,-74.004032
1006490,33.28688008,-111.7525005
10065,40.7026434,-73.9934553
100657,32.7111779,-117.160413
1006664,40.7804533,-77.8791585
1006669,33.30714674,-111.8742085
10067,40.7437973,-73.995924
1006816,33.486901,-112.084045
1006831,33.48,-112.081
1006832,33.46548559,-112.0828521
10069,40.7378,-74.0082
1007,42.3434,-71.0663
1007076,33.833541,-118.351183
1007077,33.833177,-118.352391
10071,40.676584,-74.013502
10072,40.7557739,-73.9860064
1007291,39.983467,-75.155582
100745,34.05183,-118.412577
10075,40.72748642,-73.99062395
1007699,33.4930838,-112.308789
1007725,42.349244,-71.080974
10078,40.7635,-73.9217
1008,42.3633489,-71.0983802
10080,40.74068911,-74.00761843
1008026,-33.85840651,151.2138462
100817,37.7650375,-122.4319325
100819,37.7764359,-122.425003
1008195,33.330437,-111.980289
10082,40.7340915,-73.983141
100836,36.10565308,-115.1760855
100847,47.6147719,-122.3489154
10085,40.82855349,-73.92631531
10086,40.73169,-73.985846
1008692,35.207423,-80.939581
1008695,33.44443,-111.99871
1008696,36.211836,-115.247376
1008706,33.60265482,-111.9835567
10090,40.719,-73.8466
1009093,32.917418,-117.120252
10091,40.7645743,-73.9736767
10092,40.7603569,-73.9776041
100926,30.4381337,-84.30441499
10093,40.68734197,-73.99020553
100931,38.923259,-77.224982
10094,40.73356779,-74.00165319
10096,40.80383714,-73.92893314
10098,40.76354373,-73.979702
100985,39.964637,-75.166055
100987,39.9652,-75.1608
10099,40.7292,-74.0038
10100,40.7325242,-73.9877312
1010192,40.74731,-73.985685
10102,40.8023,-73.9504
10105,40.722044,-73.9964606
10106,40.7375578,-73.9895188
10107,40.728876,-73.980633
1010864,43.231012,-87.921948
10109,40.726056,-74.002373
1010978,33.5841149,-111.9258843
10110,40.69286571,-74.00151372
10111,40.74161885,-73.99354488
101118,40.7966966,-74.1463029
1011186,33.600848,-111.979962
10112,40.7428,-73.9995
101122,40.8234869,-74.1354148
101127,40.8255017,-74.1393561
10113,40.738787,-73.993743
1011317,40.7292449,-73.988911
10114,40.6895,-73.9702
1011459,33.43548375,-111.9858593
10117,40.6554434,-73.99088144
101174,47.61662182,-122.2032452
1011761,43.053911,-77.650942
10118,40.715094,-74.009324
1011817,33.384623,-111.92491
1012,41.9855987,-87.669205
101218,25.57496275,-80.36777973
10122,40.7265758,-73.99180412
10123,40.7438,-73.9827
101233,39.974743,-83.003163
10124,40.768354,-73.984659
101244,37.6006,-122.067
10126,40.751288,-73.973629
10127,40.76858174,-73.8611269
1013,34.1037,-118.292
1013013,33.815332,-117.919219
101318,47.612427,-122.335349
1014,34.14403884,-118.2564819
101402,37.59767407,-122.0700896
1014156,25.04255544,121.5076733
1014589,33.029281,-96.83514
1015,34.1411196,-118.3873475
101542,33.33160393,-111.981411
101547,38.906279,-77.042059
1015514,41.0212,-80.6463
